experiment_name,learning_rate,lambda_param,n_epochs,batch_size,final_loss,train_time_sec,predict_time_sec,accuracy,precision,recall,f1,TP,TN,FP,FN,n_train,n_test,n_features_after_encoding
oversampled_train,0.001,0.01,300,128,0.5376999065120074,1.57395760899999,0.00040746500008026487,0.7348969438521677,0.500805152979066,0.8315508021390374,0.6251256281407035,311,723,310,63,8260,1407,45
