model,algorithm,implementation,training_data,test_data,threshold,accuracy,precision,recall,f1,f2,business_cost_5FN_1FP,tn,fp,fn,tp,training_time_sec,prediction_time_sec,peak_memory_mb,note
Novel weighted LR t=0.36,Logistic Regression,From scratch NumPy,train_processed.csv,test_processed.csv,0.36,0.673773987206823,0.4432576769025367,0.8877005347593583,0.591273374888691,0.7394209354120267,627,616,417,42,332,0.9978079379998236,0.000107165999907,0.4762420654296875,Recommended LR row for model comparison; selected threshold was chosen on validation set using F2-score and business cost.
