model,accuracy,precision,recall,f1,training_time_seconds,prediction_time_seconds,estimated_memory_usage_mb,owner
Logistic Regression from scratch,,,,,,,,3号
KNN from scratch (k=11),0.7860696517412935,0.6070381231671554,0.553475935828877,0.579020979020979,0.00031390099957206985,1.910597007999968,1.9741058349609375,4号
Linear SVM from scratch,,,,,,,,1号+2号
