experiment_name,learning_rate,lambda_param,n_epochs,batch_size,final_loss,train_time_sec,predict_time_sec,accuracy,precision,recall,f1,TP,TN,FP,FN,balanced_accuracy,tnr,tp,tn,fp,fn,n_train,n_test,n_features_after_encoding,estimated_memory_usage_mb
oversampled_train,0.001,0.01,300,128,0.5397315811012434,1.7417001630001323,9.680499988462543e-05,0.7427149964463398,0.5099009900990099,0.8262032085561497,0.6306122448979592,309,736,297,65,0.7693455539392559,0.712487899322362,309,736,297,65,8260,1407,45,2.89886474609375
